CIF_NO,MONTH,total_income,total_expense,total_debt_payment,count_income,count_expense,count_debt_payment,net_cashflow,total_transactions
10000070,2025-01,93031000,46760112,7229000,10,86,33,39041888,129
10000070,2025-02,108943000,58640000,16736000,14,74,23,33567000,111
10000070,2025-03,110923000,34696774,6209352,12,55,20,70016874,87
10000070,2025-04,167748806,54216000,15800000,16,59,19,97732806,94
10000070,2025-05,67030000,19019817,4067001,10,74,26,43943182,110
10000070,2025-06,77057000,10047000,2091000,8,49,20,64919000,77
10000071,2025-01,98344000,41132804,8472000,6,76,24,48739196,106
10000071,2025-02,178806000,63508181,4276000,17,86,11,111021819,115
10000071,2025-03,255314000,78335370,6093000,22,65,12,170885630,99
10000071,2025-04,154095050,98701443,25937000,15,89,42,29456607,146
10000071,2025-05,144514000,42237060,9229000,8,50,13,93047940,71
10000071,2025-06,119949000,30782304,7759000,12,74,27,81407696,115
10000072,2025-01,186241000,42089780,15608000,19,103,19,128543220,142
10000072,2025-02,172645000,45584321,7071186,14,71,19,119989493,104
10000072,2025-03,63583194,26899000,8066414,9,99,28,28617780,136
10000072,2025-04,84703000,13568731,1330000,9,80,15,69804269,104
10000072,2025-05,92314598,20925346,8719599,9,90,19,62669653,118
10000072,2025-06,72602000,22808276,4861000,10,86,34,44932724,130
10000073,2025-01,155000060,31956825,5028704,15,81,16,118014531,112
10000073,2025-02,105736000,46982416,2069000,11,47,6,56684584,64
10000073,2025-03,182409748,44483801,5976000,17,71,27,131949947,115
10000073,2025-04,35306000,16697010,1123000,4,58,8,17485990,70
10000073,2025-05,159872000,13213049,10099000,14,41,13,136559951,68
10000073,2025-06,169743000,68325266,14974000,12,72,31,86443734,115
10000074,2025-01,124169000,70085780,16116000,20,71,13,37967220,104
10000074,2025-02,127070000,46530137,8801545,14,63,20,71738318,97
10000074,2025-03,115772000,8850955,1717000,16,47,12,105204045,75
10000074,2025-04,70104774,20884647,5556000,9,93,20,43664127,122
10000074,2025-05,149896000,30973000,2528000,14,69,11,116395000,94
10000074,2025-06,195675523,76366795,11480232,16,86,21,107828496,123
10000075,2025-01,151680000,66528857,16541367,13,88,30,68609776,131
10000075,2025-02,96322179,22303597,4006000,14,77,18,70012582,109
10000075,2025-03,33872000,7269614,1615122,6,45,10,24987264,61
10000075,2025-04,89782000,21371485,6140000,7,54,20,62270515,81
10000075,2025-05,128227000,15095000,1745000,19,53,11,111387000,83
10000075,2025-06,50964000,20379280,3181372,4,87,30,27403348,121
10000076,2025-01,107062057,56577328,10104000,9,79,25,40380729,113
10000076,2025-02,94625000,34060103,3332000,6,60,12,57232897,78
10000076,2025-03,275594000,81902000,7988000,21,61,15,185704000,97
10000076,2025-04,184315000,52022000,11812000,13,46,19,120481000,78
10000076,2025-05,120966000,46121478,14254000,11,42,12,60590522,65
10000076,2025-06,144938000,97374070,10504437,12,84,27,37059493,123
10000077,2025-01,172294717,68704816,28357146,14,106,33,75232755,153
10000077,2025-02,174201000,82636000,9593000,13,74,21,81972000,108
10000077,2025-03,21736000,43405882,14048791,3,81,33,-35718673,117
10000077,2025-04,130318000,33795755,9072497,16,59,17,87449748,92
10000077,2025-05,152848000,72231258,7128000,14,71,16,73488742,102
10000077,2025-06,63186000,20028187,3828000,10,67,23,39329813,105
10000078,2025-01,187417000,23118560,1110000,19,92,19,163188440,130
10000078,2025-02,177193000,34072112,6554596,12,72,19,136566292,103
10000078,2025-03,82542000,40443082,11442000,10,87,27,30656918,124
10000078,2025-04,119366000,30954998,6455691,13,94,22,81955311,129
10000078,2025-05,107607000,38768372,11607964,10,53,11,57230664,74
10000078,2025-06,100669176,8644981,1742000,11,46,18,90282195,75
10000079,2025-01,89460000,12689820,1108000,9,51,9,75662180,69
10000079,2025-02,99810000,77833675,9951370,8,44,12,12024955,64
10000079,2025-03,147233000,67811756,19200000,16,76,22,60221244,114
10000079,2025-04,57445000,31466000,18006000,9,31,19,7973000,59
10000079,2025-05,121570000,28962942,5054118,9,64,18,87552940,92
10000079,2025-06,95364000,21372126,3448576,10,55,16,70543298,81
10000080,2025-01,44572000,23790000,2988393,4,85,15,17793607,104
10000080,2025-02,111415428,43147000,7896610,11,82,25,60371818,119
10000080,2025-03,117196739,48207693,4733000,16,93,22,64256046,131
10000080,2025-04,196161000,43384000,14334000,15,68,25,138443000,108
10000080,2025-05,45309654,14365177,2202552,7,78,17,28741925,103
10000080,2025-06,247640000,19066426,3518000,22,47,18,225055574,90
10000081,2025-01,204315000,80418402,8808000,13,85,16,115088598,114
10000081,2025-02,66544754,23457302,501000,8,65,10,42586452,83
10000081,2025-03,230743000,80288136,25594000,21,95,26,124860864,142
10000081,2025-04,101437000,33562912,19073000,9,60,29,48801088,98
10000081,2025-05,114761000,43661298,9552808,13,62,16,61546894,91
10000081,2025-06,122948000,43642646,9116125,13,47,18,70189229,78
10000082,2025-01,106397204,6543284,1309964,16,84,23,98543956,123
10000082,2025-02,76187000,28016629,14392614,5,66,27,33777757,98
10000082,2025-03,78771000,32265852,11431085,12,93,25,35074063,130
10000082,2025-04,108381504,22291000,4619000,13,50,15,81471504,78
10000082,2025-05,145459496,53630665,16973000,14,83,39,74855831,136
10000082,2025-06,80323000,54342890,16245000,8,88,35,9735110,131
10000083,2025-01,171037000,56319854,14046672,18,45,19,100670474,82
10000083,2025-02,179128400,18333934,5825000,18,55,10,154969466,83
10000083,2025-03,228161057,51751892,9341000,26,95,16,167068165,137
10000083,2025-04,14600000,25341794,5756911,1,63,26,-16498705,92
10000083,2025-05,84387385,7542000,3246000,8,49,18,73599385,75
10000083,2025-06,145190000,62719826,11639000,14,83,16,70831174,113
10000084,2025-01,336745000,38346715,1840000,22,84,14,296558285,120
10000084,2025-02,53045000,27233122,2617000,6,56,15,23194878,77
10000084,2025-03,283540000,47889018,9299432,22,55,18,226351550,95
10000084,2025-04,93265000,45445045,6099000,10,86,16,41720955,112
10000084,2025-05,71614000,24636103,4136914,7,45,11,42840983,63
10000084,2025-06,243654000,35450000,4738000,20,87,17,203466000,124
10000085,2025-01,95783000,11019946,4065000,12,55,27,80698054,94
10000085,2025-02,60132000,12861421,883000,11,101,12,46387579,125
10000085,2025-03,34585850,37973153,6324000,2,73,16,-9711303,91
10000085,2025-04,146001000,31542062,8853000,15,76,28,105605938,119
10000085,2025-05,92656898,66551634,11018248,9,80,24,15087016,113
10000085,2025-06,53790000,26967000,4269000,7,66,24,22554000,97
10000086,2025-01,163253590,21612730,12323710,19,74,26,129317150,119
10000086,2025-02,156369286,18507339,5335675,20,41,16,132526272,77
10000086,2025-03,129137230,33985647,5078022,17,87,34,90073561,138
10000086,2025-04,40686520,747338,178000,12,53,15,39761182,82
10000086,2025-05,77903000,35155235,19124658,5,58,41,23623107,104
10000086,2025-06,110110000,34383000,8548000,12,79,9,67179000,100
10000087,2025-01,144141000,8813033,2706000,10,42,32,132621967,84
10000087,2025-02,158694000,6322931,1882000,15,38,18,150489069,71
10000087,2025-03,99995474,12625000,1226000,6,54,10,86144474,70
10000087,2025-04,59178000,33198000,3545000,8,46,9,22435000,63
10000087,2025-05,92601000,25827174,3221000,8,73,24,63552826,108
10000087,2025-06,144227000,66299843,14705056,17,76,18,63222101,111
10000088,2025-01,129576726,54847811,14049454,14,46,15,60679461,75
10000088,2025-02,70849000,38650000,5829000,3,41,12,26370000,57
10000088,2025-03,161836556,21714896,9168000,19,48,17,130953660,84
10000088,2025-04,59159000,38945614,4953026,4,108,27,15260360,139
10000088,2025-05,86775000,10095000,3061734,8,66,30,73618266,105
10000088,2025-06,79000000,27006419,9697839,6,80,18,42295742,104
10000089,2025-01,275338748,52236844,459692,29,89,14,222642212,133
10000089,2025-02,153387000,48220476,16523308,12,88,29,88643216,129
10000089,2025-03,105884000,32160794,4607000,9,75,21,69116206,105
10000089,2025-04,204828084,86929000,2383303,17,87,6,115515781,110
10000089,2025-05,124614886,41373400,25819414,11,60,28,57422072,99
10000089,2025-06,109760000,26539000,9867458,13,42,11,73353542,66
10000090,2025-01,105190000,35020781,2069000,9,49,10,68100219,68
10000090,2025-02,45008000,43380383,5693000,8,70,23,-4065383,101
10000090,2025-03,50169000,11490326,2937000,6,58,18,35741674,82
10000090,2025-04,88576000,30841476,3631108,11,84,21,54103416,117
10000090,2025-05,128879941,28156963,6030527,15,69,25,94692451,109
10000090,2025-06,103133000,39343601,5284504,8,77,24,58504895,109
10000091,2025-01,116256000,69610736,21020000,14,93,32,25625264,139
10000091,2025-02,22831000,31211204,1602714,3,106,21,-9982918,130
10000091,2025-03,101903000,5324623,860000,13,62,18,95718377,93
10000091,2025-04,107795000,26249000,5780000,15,73,15,75766000,103
10000091,2025-05,155856000,48368782,4840540,12,55,16,102646678,83
10000091,2025-06,154544000,44391086,18456464,19,80,37,91696450,136
10000092,2025-01,268495000,22240240,3549000,24,76,24,242705760,124
10000092,2025-02,76718000,13931432,4000610,6,64,29,58785958,99
10000092,2025-03,114886000,4136000,6516000,8,33,15,104234000,57
10000092,2025-04,131379000,39552942,5101000,13,65,15,86725058,93
10000092,2025-05,222622492,59432078,7404000,18,56,17,155786414,91
10000092,2025-06,110176000,34553638,3362638,10,64,25,72259724,100
10000093,2025-01,168248000,2027000,445000,12,62,18,165776000,92
10000093,2025-02,117587444,25985000,1651000,12,57,7,89951444,76
10000093,2025-03,124720000,19725276,2059000,12,56,18,102935724,86
10000093,2025-04,24428386,37789447,10582000,3,67,23,-23943061,93
10000093,2025-05,147521000,35072129,5805000,15,75,17,106643871,110
10000093,2025-06,80323000,28920425,3410140,5,74,18,47992435,98
10000094,2025-01,106784000,5616000,811081,8,57,10,100356919,75
10000094,2025-02,236863000,55125000,5014000,19,72,14,176724000,105
10000094,2025-03,230328000,71391678,6718000,14,70,18,152218322,102
10000094,2025-04,147002000,27018114,5584032,16,80,23,114399854,119
10000094,2025-05,40670000,19128358,3825000,3,65,13,17716642,81
10000094,2025-06,204530058,41756117,3076000,20,63,15,159697941,98
10000095,2025-01,184415000,24117892,1761000,13,60,11,158536108,84
10000095,2025-02,111080000,59277497,12772000,15,60,25,39030503,100
10000095,2025-03,29482000,42558224,4592000,3,81,19,-17668224,103
10000095,2025-04,105628000,12350516,1896952,12,54,24,91380532,90
10000095,2025-05,94901000,18811000,4721009,8,65,15,71368991,88
10000095,2025-06,159524000,24876940,9069000,14,57,24,125578060,95
10000096,2025-01,289646000,20304057,10201000,25,37,15,259140943,77
10000096,2025-02,106538000,34188000,7291000,11,81,19,65059000,111
10000096,2025-03,94024000,32654832,6914828,9,90,21,54454340,120
10000096,2025-04,155518000,25848000,14596260,10,47,14,115073740,71
10000096,2025-05,125711000,58037656,5443504,10,54,20,62229840,84
10000096,2025-06,171259000,6886000,1655000,21,37,15,162718000,75
10000097,2025-01,134569000,82746716,13000184,14,83,13,38822100,110
10000097,2025-02,71680000,84498173,15764000,9,52,21,-28582173,82
10000097,2025-03,103931000,15292817,5941594,10,72,19,82696589,101
10000097,2025-04,87352598,33729746,4263000,11,77,17,49359852,105
10000097,2025-05,153828960,27414755,11407664,15,78,21,115006541,114
10000097,2025-06,77672000,2789000,649238,6,50,19,74233762,75
10000098,2025-01,181419820,89591742,11493000,13,86,21,80335078,120
10000098,2025-02,72329538,30574290,6602000,16,56,32,35153248,104
10000098,2025-03,187252000,16942732,2119000,15,57,12,168190268,84
10000098,2025-04,80809000,12719268,2572000,9,47,14,65517732,70
10000098,2025-05,135417000,52923000,14618000,12,47,11,67876000,70
10000098,2025-06,52582894,24498190,1995000,8,51,12,26089704,71
10000099,2025-01,87727000,15087315,3384752,18,83,21,69254933,122
10000099,2025-02,50993000,43759037,2260000,5,71,12,4973963,88
10000099,2025-03,175013000,32837208,2064000,13,50,10,140111792,73
10000099,2025-04,67994000,22878378,3477000,8,48,8,41638622,64
10000099,2025-05,152941221,46929080,15767000,13,61,27,90245141,101
10000099,2025-06,173223304,34386363,6189602,15,83,18,132647339,116
10000100,2025-01,127082000,33518759,8215000,12,55,15,85348241,83
10000100,2025-02,51067000,34770802,5369911,4,81,21,10926287,106
10000100,2025-03,77399312,6748896,1249000,9,47,5,69401416,62
10000100,2025-04,118054000,55036053,14423000,13,73,20,48594947,106
10000100,2025-05,103965000,21967574,2994000,11,66,23,79003426,100
10000100,2025-06,228962000,43936564,11033262,20,76,23,173992174,119
10000101,2025-01,13082000,11025102,953067,3,79,26,1103831,109
10000101,2025-02,131024000,12684417,1235615,13,56,21,117103968,91
10000101,2025-03,76616000,20498000,6152218,8,67,20,49965782,95
10000101,2025-04,100197000,19833989,6976000,7,58,13,73387011,78
10000101,2025-05,131328000,7444770,2101000,10,48,18,121782230,77
10000101,2025-06,126137340,46834334,3752000,15,91,26,75551006,133
10000102,2025-01,149971000,48366492,7902000,12,73,20,93702508,105
10000102,2025-02,101347329,23045000,4400000,12,38,7,73902329,57
10000102,2025-03,214389000,22278024,3575000,13,78,34,188535976,125
10000102,2025-04,56184000,9953976,1025000,9,77,17,45205024,103
10000102,2025-05,72434000,20046161,3267000,9,51,11,49120839,74
10000102,2025-06,143683000,24441790,5630000,17,67,18,113611210,102
10000103,2025-01,228234000,57661244,5981000,16,49,15,164591756,80
10000103,2025-02,171585000,62882335,13651578,15,77,18,95051087,110
10000103,2025-03,185313902,40943893,27493000,18,74,22,116877009,114
10000103,2025-04,110557000,44061183,511000,7,41,2,65984817,50
10000103,2025-05,84676202,7911285,1089996,12,75,13,75674921,102
10000103,2025-06,230720478,27605216,3961000,20,79,25,199154262,126
10000104,2025-01,143140000,25531756,16448792,17,82,28,101159452,128
10000104,2025-02,112257000,36837324,7653000,8,77,17,67766676,102
10000104,2025-03,85480000,5069014,518000,8,64,22,79892986,95
10000104,2025-04,221597000,33116119,8364000,16,67,19,180116881,102
10000104,2025-05,68450695,2075722,778000,8,32,15,65596973,55
10000104,2025-06,74081000,24274133,1276628,17,74,13,48530239,104
10000105,2025-01,8311000,42594000,8852000,3,50,14,-43135000,67
10000105,2025-02,85539000,24585000,6964000,8,70,32,53990000,113
10000105,2025-03,35697000,19748000,846000,6,56,12,15103000,77
10000105,2025-04,264674000,71286659,7562000,24,62,16,185825341,102
10000105,2025-05,106873000,23377000,7273000,11,41,12,76223000,64
10000105,2025-06,45398000,42700276,3022000,7,71,12,-324276,91
10000106,2025-01,114969000,28003755,5483000,18,95,28,81482245,141
10000106,2025-02,58453000,24039000,2041997,7,73,28,32372003,110
10000106,2025-03,105502554,40318435,5779000,9,79,25,59405119,113
10000106,2025-04,258148650,43457668,5924779,18,86,14,208766203,118
10000106,2025-05,138009479,47410347,12704000,14,67,24,77895132,105
10000106,2025-06,105742468,22364652,3305000,11,53,29,80072816,93
10000107,2025-01,181010000,45321439,7101000,16,63,14,128587561,93
10000107,2025-02,52525000,11067525,4779000,10,54,16,36678475,80
10000107,2025-03,57354916,23798519,5194000,7,53,20,28362397,80
10000107,2025-04,113496046,22854184,1869000,10,66,19,88772862,95
10000107,2025-05,132260000,28950918,3069413,12,67,18,100239669,97
10000107,2025-06,56459000,15694410,4050000,6,55,25,36714590,86
10000108,2025-01,142270000,65931844,7980000,16,81,17,68358156,114
10000108,2025-02,100161211,48407413,4831053,8,76,18,46922745,102
10000108,2025-03,210848000,38808255,5817360,19,87,32,166222385,138
10000108,2025-04,67880000,21162000,5403874,7,56,19,41314126,82
10000108,2025-05,161909000,22773322,7608000,12,49,20,131527678,81
10000108,2025-06,123960000,35750000,5974765,18,55,25,82235235,98
10000109,2025-01,150630000,62238038,21706000,14,73,23,66685962,110
10000109,2025-02,100416000,65371000,12751342,13,74,23,22293658,113
10000109,2025-03,80056000,22237485,5354000,5,67,15,52464515,88
10000109,2025-04,95472000,10923849,583000,11,77,11,83965151,99
10000109,2025-05,101529000,17892239,970000,9,76,15,82666761,100
10000109,2025-06,105014000,38367931,7972800,11,62,17,58673269,91
10000110,2025-01,137333000,62682817,9713640,13,99,25,64936543,137
10000110,2025-02,184181071,29803780,8170000,22,84,15,146207291,121
10000110,2025-03,61819000,20520714,3284000,8,54,15,38014286,77
10000110,2025-04,51994000,13317815,1913000,5,61,10,36763185,76
10000110,2025-05,326501885,50864000,12863000,27,60,8,262774885,95
10000110,2025-06,145241000,29904965,6992124,17,69,22,108343911,108
10000111,2025-01,116959000,53666002,10008000,11,87,15,53284998,113
10000111,2025-02,57119000,39465913,8931000,7,52,18,8722087,77
10000111,2025-03,211723000,45767807,4971000,20,83,13,160984193,116
10000111,2025-04,135501997,19132224,5180358,15,52,12,111189415,83
10000111,2025-05,74931000,15165551,3307631,7,67,13,56457818,87
10000111,2025-06,125075000,32162827,3722000,7,79,21,89190173,107
10000112,2025-01,198953000,74805833,14547972,17,80,25,109599195,122
10000112,2025-02,157877000,66844078,8335000,14,80,15,82697922,109
10000112,2025-03,134765000,24631593,10375000,13,63,25,99758407,101
10000112,2025-04,92704000,33303491,3742000,9,66,15,55658509,90
10000112,2025-05,79478000,16543021,2933000,10,46,16,60001979,72
10000112,2025-06,138844000,36839808,8282000,13,68,14,93722192,95
10000113,2025-01,185987000,119809626,24373000,16,92,28,41804374,136
10000113,2025-02,122091000,33355438,12057357,14,75,26,76678205,115
10000113,2025-03,195772000,49038978,6449000,22,66,16,140284022,106
10000113,2025-04,199772000,29305381,7240000,12,77,16,163226619,106
10000113,2025-05,227780438,37931876,5560608,18,66,27,184287954,111
10000113,2025-06,176487604,46015748,7515000,19,76,19,122956856,114
10000114,2025-01,47035582,33530293,2655000,5,90,20,10850289,115
10000114,2025-02,82068000,17302852,10352000,5,59,26,54413148,90
10000114,2025-03,92402000,12284258,1051000,12,83,12,79066742,107
10000114,2025-04,79330000,30337968,11017000,6,62,27,37975032,95
10000114,2025-05,190879320,23648978,5339000,16,52,24,161891342,92
10000114,2025-06,108884000,82804805,2816000,6,75,7,23263195,88
